fold_count,sample_random_mean,sample_random_minus_strict,sample_random_sample_sd,strict_mean,strict_sample_sd,task,task_label
5,0.5333333333333333,-0.03166666666666673,0.034757050837261064,0.5650000000000001,0.015664302422079637,motor_imagery,Motor imagery (MI)
5,0.689655172413793,0.056432950191570797,0.021694926538134342,0.6332222222222222,0.04012980481597064,mental_arithmetic,Mental arithmetic (MA)
5,0.6326923076923077,0.010025641025640963,0.010533126105868587,0.6226666666666667,0.029944392908634265,wg,Word generation (WG)
5,0.3817730496453901,-0.0053874441817703955,0.0412677712090646,0.3871604938271605,0.022043174440163592,nback,n-back
5,0.7161469933184855,0.05010454637716222,0.015056074638000539,0.6660424469413233,0.022303479539898214,dsr,DSR
5,0.36217616580310874,0.031020693758835594,0.018240807358098233,0.33115547204427315,0.015162879039527663,visual,Visual
