fold_count,metric,sample_random_mean,sample_random_minus_strict,sample_random_sample_sd,strict_mean,strict_sample_sd,task,task_label
5,macro_f1,0.5319892589642763,-0.032018227371882535,0.03529489067112751,0.5640074863361588,0.015826240117187917,motor_imagery,Motor imagery (MI)
5,macro_f1,0.6886538015186178,0.06026118893189203,0.021689653093768958,0.6283926125867257,0.042529629182952285,mental_arithmetic,Mental arithmetic (MA)
5,macro_f1,0.6318275071407375,0.01072074878408269,0.011251432879862472,0.6211067583566549,0.031323915009865116,wg,Word generation (WG)
5,macro_f1,0.3706758346171475,-0.00450586048651791,0.04925325437412796,0.3751816951036654,0.02318745813144466,nback,n-back
5,macro_f1,0.6529261601257332,0.04603424074014584,0.014165820636375611,0.6068919193855874,0.023808386032167343,dsr,DSR
5,macro_f1,0.2774381461789986,0.027304378411183605,0.013835736265962528,0.250133767767815,0.007666053224918034,visual,Visual
5,concordance_correlation,0.12641521500987,0.045691760328636255,0.03762788780757834,0.08072345468123374,0.04817473339442168,refed_regression,REFED regression
