original_paper_mean,original_paper_sample_sd,sample_random_mean,sample_random_minus_original,sample_random_sample_sd,strict_mean,strict_minus_original,strict_sample_sd,task,task_label
0.6965,0.0952,0.5333333333333333,-0.16316666666666668,0.034757050837261064,0.5650000000000001,-0.13149999999999995,0.015664302422079637,motor_imagery,Motor imagery (MI)
0.8514,0.0717,0.689655172413793,-0.161744827586207,0.021694926538134342,0.6332222222222222,-0.2181777777777778,0.04012980481597064,mental_arithmetic,Mental arithmetic (MA)
0.7903,0.0841,0.6326923076923077,-0.15760769230769234,0.010533126105868587,0.6226666666666667,-0.1676333333333333,0.029944392908634265,wg,Word generation (WG)
